date,sku_id,true_demand,point_forecast,interval_lower,interval_upper,alpha_t,reliability_score,risk_tier,escalation,safety_stock_aci,safety_stock_qr,is_volatile,calibration_health,covered
2015-12-30,FOODS_3_192_WI_2_evaluation,1.0,0.3,-1.5,2.2,0.0373,60.7,Low,Manual Review,4.97,4.62,1,Degrading,1
2015-12-31,FOODS_3_192_WI_2_evaluation,2.0,0.4,-1.5,2.2,0.0374,62.5,Low,Manual Review,4.98,4.57,1,Degrading,1
2016-01-01,FOODS_3_192_WI_2_evaluation,2.0,1.0,-0.9,2.8,0.0375,62.5,Low,Manual Review,4.98,5.1,1,Degrading,1
2016-01-02,FOODS_3_192_WI_2_evaluation,2.0,1.0,-0.9,2.9,0.0376,62.5,Low,Manual Review,4.98,5.23,1,Degrading,1
2016-01-03,FOODS_3_192_WI_2_evaluation,2.0,1.0,-0.9,2.9,0.0377,62.5,Low,Manual Review,4.98,5.29,1,Degrading,1
2016-01-04,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.9,2.8,0.0378,62.5,Low,Manual Review,4.98,4.95,1,Degrading,1
2016-01-05,FOODS_3_192_WI_2_evaluation,1.0,0.9,-0.9,2.8,0.0379,64.3,Low,Manual Review,4.98,4.41,1,Degrading,1
2016-01-06,FOODS_3_192_WI_2_evaluation,3.0,0.5,-1.4,2.4,0.038,62.5,Medium,Manual Review,4.98,3.88,1,Degrading,0
2016-01-07,FOODS_3_192_WI_2_evaluation,1.0,1.1,-0.8,3.0,0.0371,62.4,Low,Manual Review,4.97,4.61,1,Degrading,1
2016-01-08,FOODS_3_192_WI_2_evaluation,3.0,1.0,-0.9,2.9,0.0372,62.4,Low,Manual Review,4.97,5.19,1,Degrading,0
2016-01-09,FOODS_3_192_WI_2_evaluation,0.0,1.1,-0.8,3.0,0.0363,62.4,Low,Manual Review,4.97,5.0,1,Degrading,1
2016-01-10,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.9,0.0364,62.4,Low,Manual Review,4.97,4.65,1,Degrading,1
2016-01-11,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.9,0.0365,62.4,Low,Manual Review,4.97,4.26,1,Degrading,1
2016-01-12,FOODS_3_192_WI_2_evaluation,0.0,0.4,-1.4,2.3,0.0366,62.4,Medium,Manual Review,4.97,3.95,1,Degrading,1
2016-01-13,FOODS_3_192_WI_2_evaluation,0.0,0.4,-1.4,2.3,0.0367,62.4,Low,Manual Review,4.97,4.36,1,Degrading,1
2016-01-14,FOODS_3_192_WI_2_evaluation,0.0,0.4,-1.4,2.3,0.0368,62.4,Medium,Manual Review,4.97,3.98,1,Degrading,1
2016-01-15,FOODS_3_192_WI_2_evaluation,2.0,0.4,-1.5,2.3,0.0369,62.4,Medium,Manual Review,4.97,4.11,1,Degrading,1
2016-01-16,FOODS_3_192_WI_2_evaluation,2.0,0.3,-1.6,2.2,0.037,64.2,Low,Manual Review,4.97,4.66,1,Degrading,1
2016-01-17,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.9,2.9,0.0371,64.2,Medium,Manual Review,4.97,3.99,1,Degrading,1
2016-01-18,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.9,0.0372,64.2,Medium,Manual Review,4.97,3.93,1,Degrading,1
2016-01-19,FOODS_3_192_WI_2_evaluation,0.0,0.4,-1.5,2.3,0.0373,64.2,Medium,Manual Review,4.97,3.5,1,Degrading,1
2016-01-20,FOODS_3_192_WI_2_evaluation,2.0,0.4,-1.5,2.3,0.0374,64.2,Medium,Manual Review,4.98,3.36,1,Degrading,1
2016-01-21,FOODS_3_192_WI_2_evaluation,1.0,0.4,-1.5,2.3,0.0375,64.2,Medium,Manual Review,4.98,3.36,1,Degrading,1
2016-01-22,FOODS_3_192_WI_2_evaluation,3.0,1.0,-0.9,2.9,0.0376,62.5,Medium,Manual Review,4.98,3.95,1,Degrading,0
2016-01-23,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.9,0.0367,62.4,Low,Manual Review,4.97,4.62,1,Degrading,1
2016-01-24,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.9,0.0368,62.4,Low,Manual Review,4.97,4.64,1,Degrading,1
2016-01-25,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.9,0.0369,62.4,Low,Manual Review,4.97,4.29,1,Degrading,1
2016-01-26,FOODS_3_192_WI_2_evaluation,1.0,0.4,-1.4,2.3,0.037,62.4,Medium,Manual Review,4.97,4.04,1,Degrading,1
2016-01-27,FOODS_3_192_WI_2_evaluation,1.0,0.4,-1.4,2.3,0.0371,62.4,Low,Manual Review,4.97,4.16,1,Degrading,1
2016-01-28,FOODS_3_192_WI_2_evaluation,0.0,0.4,-1.5,2.3,0.0372,62.4,Medium,Manual Review,4.97,4.11,1,Degrading,1
2016-01-29,FOODS_3_192_WI_2_evaluation,2.0,1.0,-0.9,2.9,0.0373,62.4,Low,Manual Review,4.97,4.26,1,Degrading,1
2016-01-30,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.9,2.9,0.0374,62.5,Low,Manual Review,4.98,4.21,1,Degrading,1
2016-01-31,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.9,0.0375,62.5,Medium,Manual Review,4.98,4.03,1,Degrading,1
2016-02-01,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.9,2.8,0.0376,62.5,Medium,Manual Review,4.98,3.8,1,Degrading,1
2016-02-02,FOODS_3_192_WI_2_evaluation,3.0,0.4,-1.5,2.3,0.0377,60.7,Medium,Manual Review,4.98,3.39,1,Degrading,0
2016-02-03,FOODS_3_192_WI_2_evaluation,4.0,0.4,-1.5,2.2,0.0368,60.6,Medium,Manual Review,4.97,4.05,1,Degrading,0
2016-02-04,FOODS_3_192_WI_2_evaluation,3.0,0.4,-1.4,2.3,0.0359,58.8,Medium,Manual Review,4.97,3.96,1,Degrading,0
2016-02-05,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.9,2.9,0.035,60.6,Low,Manual Review,4.96,5.44,1,Degrading,1
2016-02-06,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.9,2.8,0.0351,60.6,Low,Manual Review,4.96,4.41,1,Degrading,1
2016-02-07,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.8,0.0352,60.6,Low,Manual Review,4.96,5.32,1,Degrading,1
2016-02-08,FOODS_3_192_WI_2_evaluation,4.0,1.0,-0.9,2.8,0.0353,58.8,Low,Manual Review,4.96,4.85,1,Degrading,0
2016-02-09,FOODS_3_192_WI_2_evaluation,2.0,1.1,-0.8,2.9,0.0344,58.8,Low,Manual Review,4.96,4.63,1,Degrading,1
2016-02-10,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.8,2.9,0.0345,58.8,Low,Manual Review,4.96,4.64,1,Degrading,1
2016-02-11,FOODS_3_192_WI_2_evaluation,0.0,0.9,-0.9,2.8,0.0346,58.8,Low,Manual Review,4.96,4.48,1,Degrading,1
2016-02-12,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.9,2.9,0.0347,58.8,Low,Manual Review,4.96,5.26,1,Degrading,1
2016-02-13,FOODS_3_192_WI_2_evaluation,2.0,1.0,-0.9,2.9,0.0348,58.8,Low,Manual Review,4.96,5.37,1,Degrading,1
2016-02-14,FOODS_3_192_WI_2_evaluation,3.0,1.0,-0.9,2.9,0.0349,57.0,Low,Manual Review,4.96,5.22,1,Degrading,0
2016-02-15,FOODS_3_192_WI_2_evaluation,0.0,0.9,-0.9,2.8,0.034,57.0,Low,Manual Review,4.96,4.96,1,Degrading,1
2016-02-16,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.8,0.0341,57.0,Low,Manual Review,4.96,4.63,1,Degrading,1
2016-02-17,FOODS_3_192_WI_2_evaluation,4.0,1.0,-0.9,2.9,0.0342,55.2,Low,Manual Review,4.96,5.14,1,Degrading,0
2016-02-18,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.9,0.0333,55.2,Low,Manual Review,4.95,4.85,1,Degrading,1
2016-02-19,FOODS_3_192_WI_2_evaluation,1.0,1.1,-0.8,2.9,0.0334,57.0,Low,Manual Review,4.95,5.56,1,Degrading,1
2016-02-20,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.8,2.9,0.0335,57.0,Low,Manual Review,4.95,5.35,1,Degrading,1
2016-02-21,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.9,0.0336,57.0,Low,Manual Review,4.96,5.2,1,Degrading,1
2016-02-22,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.8,2.9,0.0337,57.0,Low,Manual Review,4.96,5.46,1,Degrading,1
2016-02-23,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.9,2.9,0.0338,57.0,Low,Manual Review,4.96,4.95,1,Degrading,1
2016-02-24,FOODS_3_192_WI_2_evaluation,2.0,1.0,-0.9,2.8,0.0339,57.0,Low,Manual Review,4.96,4.94,1,Degrading,1
2016-02-25,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.8,0.034,57.0,Low,Manual Review,4.96,4.69,1,Degrading,1
2016-02-26,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.9,2.8,0.0341,57.0,Low,Manual Review,4.96,5.32,1,Degrading,1
2016-02-27,FOODS_3_192_WI_2_evaluation,0.0,1.1,-0.7,3.0,0.0342,57.0,Low,Manual Review,4.96,5.45,1,Degrading,1
2016-02-28,FOODS_3_192_WI_2_evaluation,0.0,1.1,-0.7,3.0,0.0343,57.0,Low,Manual Review,4.96,5.54,1,Degrading,1
2016-02-29,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.9,2.8,0.0344,57.0,Low,Manual Review,4.96,5.18,1,Degrading,1
2016-03-01,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.8,0.0345,58.8,Low,Manual Review,4.96,4.85,1,Degrading,1
2016-03-02,FOODS_3_192_WI_2_evaluation,2.0,0.5,-1.3,2.4,0.0346,60.6,Low,Manual Review,4.96,5.32,1,Degrading,1
2016-03-03,FOODS_3_192_WI_2_evaluation,3.0,0.4,-1.5,2.3,0.0347,60.6,Low,Manual Review,4.96,4.68,1,Degrading,0
2016-03-04,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.8,0.0338,60.5,Low,Manual Review,4.96,5.23,1,Degrading,1
2016-03-05,FOODS_3_192_WI_2_evaluation,4.0,1.0,-0.9,2.8,0.0339,58.8,Low,Manual Review,4.96,5.32,1,Degrading,0
2016-03-06,FOODS_3_192_WI_2_evaluation,3.0,1.0,-0.9,2.9,0.033,56.9,Low,Manual Review,4.95,5.28,1,Degrading,0
2016-03-07,FOODS_3_192_WI_2_evaluation,3.0,1.0,-0.8,2.9,0.0321,56.9,Low,Manual Review,4.95,5.38,1,Degrading,0
2016-03-08,FOODS_3_192_WI_2_evaluation,3.0,1.0,-0.8,2.9,0.0312,55.1,Low,Manual Review,4.94,5.29,1,Degrading,0
2016-03-09,FOODS_3_192_WI_2_evaluation,1.0,1.2,-0.7,3.0,0.0303,55.1,Low,Manual Review,4.94,5.25,1,Degrading,1
2016-03-10,FOODS_3_192_WI_2_evaluation,2.0,1.0,-0.8,2.9,0.0304,55.1,Low,Manual Review,4.94,4.94,1,Degrading,1
2016-03-11,FOODS_3_192_WI_2_evaluation,3.0,1.1,-0.7,3.0,0.0305,55.1,Low,Manual Review,4.94,6.79,1,Degrading,1
2016-03-12,FOODS_3_192_WI_2_evaluation,4.0,1.7,-0.2,3.5,0.0306,53.3,Low,Escalate to Procurement,4.94,6.81,1,Degrading,0
2016-03-13,FOODS_3_192_WI_2_evaluation,1.0,1.6,-0.2,3.5,0.0297,55.0,Low,Manual Review,4.93,7.48,1,Degrading,1
2016-03-14,FOODS_3_192_WI_2_evaluation,1.0,1.1,-0.7,3.0,0.0298,55.0,Low,Manual Review,4.93,5.66,1,Degrading,1
2016-03-15,FOODS_3_192_WI_2_evaluation,0.0,1.1,-0.8,2.9,0.0299,55.0,Low,Manual Review,4.94,5.1,1,Degrading,1
2016-03-16,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.9,2.9,0.03,56.8,Low,Manual Review,4.94,5.15,1,Degrading,1
2016-03-17,FOODS_3_192_WI_2_evaluation,2.0,1.0,-0.9,2.9,0.0301,56.8,Low,Manual Review,4.94,4.66,1,Degrading,1
2016-03-18,FOODS_3_192_WI_2_evaluation,1.0,1.1,-0.8,2.9,0.0302,56.8,Low,Manual Review,4.94,5.17,1,Degrading,1
2016-03-19,FOODS_3_192_WI_2_evaluation,1.0,1.3,-0.5,3.2,0.0303,56.8,Low,Manual Review,4.94,5.64,1,Degrading,1
2016-03-20,FOODS_3_192_WI_2_evaluation,0.0,1.1,-0.7,3.0,0.0304,56.8,Low,Manual Review,4.94,5.14,1,Degrading,1
2016-03-21,FOODS_3_192_WI_2_evaluation,1.0,1.1,-0.8,3.0,0.0305,56.9,Low,Manual Review,4.94,5.2,1,Degrading,1
2016-03-22,FOODS_3_192_WI_2_evaluation,3.0,1.0,-0.8,2.9,0.0306,55.1,Low,Manual Review,4.94,4.51,1,Degrading,0
2016-03-23,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.9,2.8,0.0297,55.0,Low,Manual Review,4.93,4.62,1,Degrading,1
2016-03-24,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.9,0.0298,55.0,Low,Manual Review,4.93,4.54,1,Degrading,1
2016-03-25,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.8,2.9,0.0299,55.0,Low,Manual Review,4.94,5.31,1,Degrading,1
2016-03-26,FOODS_3_192_WI_2_evaluation,3.0,1.1,-0.7,3.0,0.03,53.3,Low,Escalate to Procurement,4.94,5.6,1,Degrading,0
2016-03-27,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.8,2.9,0.0291,53.2,Low,Escalate to Procurement,4.93,5.05,1,Degrading,1
2016-03-28,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.8,2.9,0.0292,53.2,Low,Escalate to Procurement,4.93,5.0,1,Degrading,1
2016-03-29,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.9,2.8,0.0293,53.2,Low,Escalate to Procurement,4.93,4.8,1,Degrading,1
2016-03-30,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.9,2.8,0.0294,53.2,Low,Escalate to Procurement,4.93,4.59,1,Degrading,1
2016-03-31,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.8,2.9,0.0295,55.0,Low,Manual Review,4.93,4.59,1,Degrading,1
2016-04-01,FOODS_3_192_WI_2_evaluation,2.0,1.0,-0.9,2.8,0.0296,55.0,Low,Manual Review,4.93,5.0,1,Degrading,1
2016-04-02,FOODS_3_192_WI_2_evaluation,3.0,1.1,-0.8,3.0,0.0297,55.0,Low,Manual Review,4.93,5.43,1,Degrading,0
2016-04-03,FOODS_3_192_WI_2_evaluation,3.0,1.1,-0.8,2.9,0.0288,55.0,Low,Manual Review,4.93,5.14,1,Degrading,0
2016-04-04,FOODS_3_192_WI_2_evaluation,2.0,1.0,-0.8,2.9,0.0279,71.8,Low,Standard Reorder,4.92,5.0,0,Degrading,1
2016-04-05,FOODS_3_192_WI_2_evaluation,3.0,1.0,-0.9,2.8,0.028,71.8,Low,Standard Reorder,4.93,4.64,0,Degrading,0
2016-04-06,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.8,2.9,0.0271,71.7,Low,Standard Reorder,4.92,4.73,0,Degrading,1
2016-04-07,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.8,2.9,0.0272,56.7,Low,Manual Review,4.92,4.68,1,Degrading,1
2016-04-08,FOODS_3_192_WI_2_evaluation,0.0,1.2,-0.7,3.0,0.0273,56.7,Low,Manual Review,4.92,5.5,1,Degrading,1
2016-04-09,FOODS_3_192_WI_2_evaluation,0.0,1.1,-0.7,3.0,0.0274,58.5,Low,Manual Review,4.92,5.42,1,Degrading,1
2016-04-10,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.8,0.0275,58.5,Low,Manual Review,4.92,4.62,1,Degrading,1
2016-04-11,FOODS_3_192_WI_2_evaluation,6.0,1.0,-0.9,2.8,0.0276,56.8,Low,Manual Review,4.92,5.18,1,Degrading,0
2016-04-12,FOODS_3_192_WI_2_evaluation,6.0,0.8,-1.0,2.7,0.0267,54.9,Low,Escalate to Procurement,4.92,5.17,1,Degrading,0
2016-04-13,FOODS_3_192_WI_2_evaluation,0.0,0.9,-0.9,2.8,0.0258,54.9,Low,Escalate to Procurement,4.91,6.39,1,Degrading,1
2016-04-14,FOODS_3_192_WI_2_evaluation,0.0,0.8,-1.1,2.6,0.0259,54.9,Low,Escalate to Procurement,4.91,7.1,1,Degrading,1
2016-04-15,FOODS_3_192_WI_2_evaluation,1.0,1.1,-0.8,2.9,0.026,54.9,Low,Escalate to Procurement,4.91,7.3,1,Degrading,1
2016-04-16,FOODS_3_192_WI_2_evaluation,3.0,1.3,-0.6,3.1,0.0261,54.9,Low,Escalate to Procurement,4.92,6.91,1,Degrading,1
2016-04-17,FOODS_3_192_WI_2_evaluation,1.0,1.3,-0.6,3.1,0.0262,54.9,Low,Escalate to Procurement,4.92,9.85,1,Degrading,1
2016-04-18,FOODS_3_192_WI_2_evaluation,2.0,1.0,-0.8,2.9,0.0263,54.9,Low,Escalate to Procurement,4.92,6.31,1,Degrading,1
2016-04-19,FOODS_3_192_WI_2_evaluation,0.0,1.1,-0.7,3.0,0.0264,56.7,Low,Manual Review,4.92,6.22,1,Degrading,1
2016-04-20,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.9,2.8,0.0265,56.7,Low,Manual Review,4.92,5.24,1,Degrading,1
2016-04-21,FOODS_3_192_WI_2_evaluation,4.0,1.0,-0.9,2.8,0.0266,54.9,Low,Escalate to Procurement,4.92,5.29,1,Degrading,0
2016-04-22,FOODS_3_192_WI_2_evaluation,1.0,1.1,-0.8,2.9,0.0257,54.9,Low,Escalate to Procurement,4.91,5.87,1,Degrading,1
2016-04-23,FOODS_3_192_WI_2_evaluation,1.0,1.3,-0.6,3.1,0.0258,56.7,Low,Manual Review,4.91,6.35,1,Degrading,1
2016-04-24,FOODS_3_192_WI_2_evaluation,1.0,1.3,-0.6,3.1,0.0259,56.7,Low,Manual Review,4.91,6.07,1,Degrading,1
2016-04-25,FOODS_3_192_WI_2_evaluation,2.0,1.1,-0.8,2.9,0.026,56.7,Low,Manual Review,4.91,6.09,1,Degrading,1
2016-04-26,FOODS_3_192_WI_2_evaluation,3.0,1.0,-0.8,2.9,0.0261,54.9,Low,Escalate to Procurement,4.92,5.75,1,Degrading,0
2016-04-27,FOODS_3_192_WI_2_evaluation,2.0,1.1,-0.7,3.0,0.0252,54.9,Low,Escalate to Procurement,4.91,5.31,1,Degrading,1
2016-04-28,FOODS_3_192_WI_2_evaluation,3.0,1.1,-0.8,2.9,0.0253,53.1,Low,Escalate to Procurement,4.91,5.22,1,Degrading,0
2016-04-29,FOODS_3_192_WI_2_evaluation,1.0,1.6,-0.2,3.5,0.0244,53.1,Low,Escalate to Procurement,4.91,6.81,1,Degrading,1
2016-04-30,FOODS_3_192_WI_2_evaluation,1.0,1.5,-0.4,3.3,0.0245,54.9,Low,Escalate to Procurement,4.91,7.93,1,Degrading,1
2016-05-01,FOODS_3_192_WI_2_evaluation,1.0,1.3,-0.5,3.2,0.0246,56.6,Low,Manual Review,4.91,6.13,1,Degrading,1
2016-05-02,FOODS_3_192_WI_2_evaluation,2.0,1.1,-0.8,2.9,0.0247,56.7,Low,Manual Review,4.91,5.8,1,Degrading,1
2016-05-03,FOODS_3_192_WI_2_evaluation,1.0,1.1,-0.8,2.9,0.0248,58.4,Low,Manual Review,4.91,5.34,1,Degrading,1
2016-05-04,FOODS_3_192_WI_2_evaluation,0.0,1.0,-0.9,2.8,0.0249,58.4,Low,Manual Review,4.91,5.66,1,Degrading,1
2016-05-05,FOODS_3_192_WI_2_evaluation,2.0,1.0,-0.8,2.9,0.025,58.4,Low,Manual Review,4.91,5.85,1,Degrading,1
2016-05-06,FOODS_3_192_WI_2_evaluation,3.0,1.0,-0.9,2.8,0.0251,56.7,Low,Manual Review,4.91,5.79,1,Degrading,0
2016-05-07,FOODS_3_192_WI_2_evaluation,3.0,1.2,-0.6,3.1,0.0242,56.6,Low,Manual Review,4.91,6.17,1,Degrading,1
2016-05-08,FOODS_3_192_WI_2_evaluation,1.0,1.7,-0.1,3.6,0.0243,56.6,Low,Manual Review,4.91,7.49,1,Degrading,1
2016-05-09,FOODS_3_192_WI_2_evaluation,4.0,1.4,-0.5,3.2,0.0244,71.6,Low,Standard Reorder,4.91,6.78,0,Degrading,0
2016-05-10,FOODS_3_192_WI_2_evaluation,0.0,1.2,-0.6,3.1,0.0235,73.4,Low,Standard Reorder,4.9,6.65,0,Degrading,1
2016-05-11,FOODS_3_192_WI_2_evaluation,0.0,1.1,-0.8,2.9,0.0236,73.4,Low,Standard Reorder,4.9,4.48,0,Degrading,1
2016-05-12,FOODS_3_192_WI_2_evaluation,3.0,1.1,-0.8,2.9,0.0237,71.6,Low,Standard Reorder,4.9,4.53,0,Degrading,0
2016-05-13,FOODS_3_192_WI_2_evaluation,1.0,1.3,-0.6,3.1,0.0228,71.6,Low,Standard Reorder,4.9,5.2,0,Degrading,1
2016-05-14,FOODS_3_192_WI_2_evaluation,6.0,1.2,-0.6,3.1,0.0229,69.8,Low,Manual Review,4.9,5.32,0,Degrading,0
2016-05-15,FOODS_3_192_WI_2_evaluation,0.0,1.5,-0.3,3.4,0.022,54.8,Low,Escalate to Procurement,4.89,7.6,1,Degrading,1
2016-05-16,FOODS_3_192_WI_2_evaluation,1.0,1.1,-0.7,3.0,0.0221,54.8,Low,Escalate to Procurement,4.89,5.24,1,Degrading,1
2016-05-17,FOODS_3_192_WI_2_evaluation,0.0,0.9,-1.0,2.7,0.0222,54.8,Low,Escalate to Procurement,4.89,4.96,1,Degrading,1
2016-05-18,FOODS_3_192_WI_2_evaluation,0.0,0.9,-1.0,2.7,0.0223,54.8,Low,Escalate to Procurement,4.9,4.95,1,Degrading,1
2016-05-19,FOODS_3_192_WI_2_evaluation,1.0,1.0,-0.8,2.9,0.0224,56.6,Low,Manual Review,4.9,5.28,1,Degrading,1
2016-05-20,FOODS_3_192_WI_2_evaluation,1.0,1.2,-0.6,3.1,0.0225,56.6,Low,Manual Review,4.9,5.83,1,Degrading,1
2016-05-21,FOODS_3_192_WI_2_evaluation,1.0,1.4,-0.5,3.2,0.0226,56.6,Low,Manual Review,4.9,6.24,1,Degrading,1
2016-05-22,FOODS_3_192_WI_2_evaluation,1.0,1.1,-0.8,2.9,0.0227,56.6,Low,Manual Review,4.9,6.0,1,Degrading,1
2015-08-10,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0228,71.6,Low,Standard Reorder,4.9,0.0,0,Degrading,1
2015-08-11,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0229,73.4,Low,Standard Reorder,4.9,0.0,0,Degrading,1
2015-08-12,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.023,73.4,Low,Standard Reorder,4.9,0.0,0,Degrading,1
2015-08-13,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0231,75.2,Low,Standard Reorder,4.9,0.0,0,Degrading,1
2015-08-14,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0232,75.2,Low,Standard Reorder,4.9,0.0,0,Degrading,1
2015-08-15,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0233,75.2,Low,Standard Reorder,4.9,0.0,0,Degrading,1
2015-08-16,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0234,75.2,Low,Standard Reorder,4.9,0.0,0,Degrading,1
2015-08-17,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0235,75.2,Low,Standard Reorder,4.9,0.0,0,Degrading,1
2015-08-18,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0236,75.2,Low,Standard Reorder,4.9,0.0,0,Degrading,1
2015-08-19,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0237,75.2,Low,Standard Reorder,4.9,0.0,0,Degrading,1
2015-08-20,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0238,75.2,Low,Standard Reorder,4.9,0.0,0,Degrading,1
2015-08-21,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0239,77.0,Low,Standard Reorder,4.9,0.0,0,Degrading,1
2015-08-22,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.024,77.0,Low,Standard Reorder,4.9,0.0,0,Degrading,1
2015-08-23,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0241,77.0,Low,Standard Reorder,4.9,0.0,0,Degrading,1
2015-08-24,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0242,78.8,Low,Standard Reorder,4.91,0.0,0,Degrading,1
2015-08-25,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0243,78.8,Low,Standard Reorder,4.91,0.0,0,Degrading,1
2015-08-26,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0244,78.8,Low,Standard Reorder,4.91,0.0,0,Degrading,1
2015-08-27,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0245,80.6,Low,Standard Reorder,4.91,0.0,0,Degrading,1
2015-08-28,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0246,80.6,Low,Standard Reorder,4.91,0.0,0,Degrading,1
2015-08-29,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0247,82.4,Low,Standard Reorder,4.91,0.0,0,Degrading,1
2015-08-30,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0248,82.4,Low,Standard Reorder,4.91,0.0,0,Degrading,1
2015-08-31,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.8,1.8,0.0249,82.4,Low,Standard Reorder,4.91,0.0,0,Degrading,1
2015-09-01,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.9,1.9,0.025,82.4,Low,Standard Reorder,4.91,0.0,0,Degrading,1
2015-09-02,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.9,1.9,0.0251,82.4,Low,Standard Reorder,4.91,0.0,0,Degrading,1
2015-09-03,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.9,1.9,0.0252,82.4,Low,Standard Reorder,4.91,0.0,0,Degrading,1
2015-09-04,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.9,1.9,0.0253,82.4,Low,Standard Reorder,4.91,0.0,0,Degrading,1
2015-09-05,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.9,1.9,0.0254,82.4,Low,Standard Reorder,4.91,0.0,0,Degrading,1
2015-09-06,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.9,1.9,0.0255,82.4,Low,Standard Reorder,4.91,0.0,0,Degrading,1
2015-09-07,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.9,1.9,0.0256,82.4,Low,Standard Reorder,4.91,0.0,0,Degrading,1
2015-09-08,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.9,1.9,0.0257,82.4,Low,Standard Reorder,4.91,0.0,0,Degrading,1
2015-09-09,FOODS_3_307_CA_3_evaluation,0.0,0.0,-1.9,1.9,0.0258,82.4,Low,Standard Reorder,4.91,0.0,0,Degrading,1
